Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,Government of Canada,Standards Council of Canada,Government,Government,1
CAN,Government of Canada,Strategic Innovation Fund,Government,not an actor,1
CAN,Government of Canada,The National Quantum Strategy,Government,not an actor,1
CAN,Government of Canada,WD,Government,Government,1
CAN,Government of Canada,Western Economic Diversification,Government,Government,1
CAN,Government of Canada,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Government of Ontario,ITB,Government,not an actor,1
CAN,Government of Ontario,ITB Policy,Government,not an actor,1
CAN,Government of Ontario,NFRF,Government,not an actor,1
CAN,Government of Ontario,NQS Secretariat,Government,Government,1
CAN,Government of Ontario,NRC,Government,Academia,1
CAN,Government of Ontario,NSERC,Government,Government,1
CAN,Government of Ontario,National Research Council of Canada,Government,Academia,1
CAN,Government of Ontario,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,Government of Ontario,New Frontiers in Research Fund,Government,not an actor,1
CAN,Government of Ontario,Pacific Economic Development Canada,Government,Government,1
CAN,Government of Ontario,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Government of Ontario,Prairies Economic Development Canada,Government,Government,1
CAN,Government of Ontario,Quantum Committee,Government,not an actor,1
CAN,Government of Ontario,STDP,Government,not an actor,1
CAN,Government of Ontario,Space Technology Development Program,Government,not an actor,1
CAN,Government of Ontario,University of Alberta,Government,Academia,1
CAN,Government of Ontario,University of Calgary,Government,Academia,1
CAN,Government of Ontario,University of Lethbridge,Government,Academia,1
CAN,Government of Quebec,Horizon Europe,Government,not an actor,1
CAN,Government of Quebec,IBM,Government,Industry,1
CAN,Government of Quebec,IBM Q System One,Government,not an actor,1
CAN,Government of Quebec,IBM Quantum Hub,Government,Industry,1
CAN,Government of Quebec,IDEaS,Government,not an actor,1
CAN,Government of Quebec,IQC,Government,Academia,1
CAN,Government of Quebec,ISED,Government,Government,1
CAN,Government of Quebec,Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Government of Quebec,"Innovation, Science and Economic Development Canada",Government,Government,1
CAN,Government of Quebec,Institut Quantique,Government,Academia,1
CAN,Government of Quebec,Institute for Quantum Computing,Government,Academia,1
CAN,Government of Quebec,Internet of Things,Government,not an actor,1
CAN,Government of Quebec,Invest in Canada,Government,Government,1
CAN,Government of Quebec,Mitacs,Government,Civil Society,1
CAN,Government of Quebec,NSERC CREATE,Government,not an actor,1
CAN,Government of Quebec,National Quantum Strategy,Government,not an actor,1
CAN,Government of Quebec,PTs,Government,not an actor,1
CAN,Government of Quebec,PennyLane,Government,not an actor,1
CAN,Government of Quebec,Perimeter Institute,Government,Academia,1
CAN,Government of Quebec,Quantum Advisory Council,Government,Government,1
CAN,Government of Quebec,Quantum Industry Canada,Government,Civil Society,1
CAN,Government of Quebec,Quantum Technologies Competition,Government,not an actor,1
CAN,Government of Quebec,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,Government of Quebec,Regional Business Network,Government,not specified,1
CAN,Government of Quebec,S&T,Government,not an actor,1
CAN,Government of Quebec,S&T Strategy,Government,not an actor,1
CAN,Government of Quebec,SSHRC,Government,Government,1
CAN,Government of Quebec,Secure Networks Challenge Program,Government,not an actor,1
CAN,Government of Quebec,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,Government of Quebec,Social Sciences and Humanities Research Council,Government,Government,1
CAN,Government of Quebec,Statistics Canada,Government,Government,1
CAN,Government of Quebec,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,Government of Quebec,TCS,Government,Government,1
CAN,Government of Quebec,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,Government of Quebec,Trade Commissioner Service,Government,Government,1
CAN,Government of Quebec,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,Government of Quebec,U.S. National Science Foundation,Government,Government,1
CAN,Government of Quebec,UK Research and Innovation (UKRI),Government,Government,1
CAN,Government of Quebec,UKRI,Government,Government,1
CAN,Government of Quebec,University of Waterloo,Government,Academia,1
CAN,Government of Quebec,Université de Sherbrooke,Government,Academia,1
CAN,Government of Quebec,World Economic Forum,Government,Civil Society,1
CAN,Government of Quebec,Xanadu,Government,Industry,1
CAN,Horizon Europe,IBM,not an actor,Industry,1
CAN,Horizon Europe,IBM Q System One,not an actor,not an actor,1
CAN,Horizon Europe,IBM Quantum Hub,not an actor,Industry,1
CAN,Horizon Europe,IDEaS,not an actor,not an actor,1
CAN,Horizon Europe,IQC,not an actor,Academia,1
CAN,Horizon Europe,ISED,not an actor,Government,1
CAN,Horizon Europe,Innovation for Defence Excellence and Security,not an actor,not an actor,1
CAN,Horizon Europe,"Innovation, Science and Economic Development Canada",not an actor,Government,1
CAN,Horizon Europe,Institut Quantique,not an actor,Academia,1
CAN,Horizon Europe,Institute for Quantum Computing,not an actor,Academia,1
CAN,Horizon Europe,Internet of Things,not an actor,not an actor,1
CAN,Horizon Europe,Invest in Canada,not an actor,Government,1
CAN,Horizon Europe,Mitacs,not an actor,Civil Society,1
CAN,Horizon Europe,NSERC CREATE,not an actor,not an actor,1
CAN,Horizon Europe,National Quantum Strategy,not an actor,not an actor,1
CAN,Horizon Europe,PTs,not an actor,not an actor,1
CAN,Horizon Europe,PennyLane,not an actor,not an actor,1
CAN,Horizon Europe,Perimeter Institute,not an actor,Academia,1
CAN,Horizon Europe,Quantum Advisory Council,not an actor,Government,1
CAN,Horizon Europe,Quantum Industry Canada,not an actor,Civil Society,1
CAN,Horizon Europe,Quantum Technologies Competition,not an actor,not an actor,1
CAN,Horizon Europe,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,Horizon Europe,Regional Business Network,not an actor,not specified,1
CAN,Horizon Europe,S&T,not an actor,not an actor,1
CAN,Horizon Europe,S&T Strategy,not an actor,not an actor,1
CAN,Horizon Europe,SSHRC,not an actor,Government,1
CAN,Horizon Europe,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,Horizon Europe,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,Horizon Europe,Social Sciences and Humanities Research Council,not an actor,Government,1
CAN,Horizon Europe,Statistics Canada,not an actor,Government,1
CAN,Horizon Europe,Stewart Blusson Quantum Matter Institute,not an actor,Academia,1
CAN,Horizon Europe,TCS,not an actor,Government,1
CAN,Horizon Europe,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not an actor,not an actor,1
CAN,Horizon Europe,Trade Commissioner Service,not an actor,Government,1
CAN,Horizon Europe,Tri-Agency EDI Action Plan,not an actor,not an actor,1
CAN,Horizon Europe,U.S. National Science Foundation,not an actor,Government,1
CAN,Horizon Europe,UK Research and Innovation (UKRI),not an actor,Government,1
CAN,Horizon Europe,UKRI,not an actor,Government,1
CAN,Horizon Europe,University of Waterloo,not an actor,Academia,1
CAN,Horizon Europe,Université de Sherbrooke,not an actor,Academia,1
CAN,Horizon Europe,World Economic Forum,not an actor,Civil Society,1
CAN,Horizon Europe,Xanadu,not an actor,Industry,1
CAN,IBM,IBM Q System One,Industry,not an actor,1
CAN,IBM,IBM Quantum Hub,Industry,Industry,1
CAN,IBM,IDEaS,Industry,not an actor,1
CAN,IBM,IQC,Industry,Academia,1
CAN,IBM,ISED,Industry,Government,1
CAN,IBM,Innovation for Defence Excellence and Security,Industry,not an actor,1
CAN,IBM,"Innovation, Science and Economic Development Canada",Industry,Government,1
CAN,IBM,Institut Quantique,Industry,Academia,1
CAN,IBM,Institute for Quantum Computing,Industry,Academia,1
CAN,IBM,Internet of Things,Industry,not an actor,1
CAN,IBM,Invest in Canada,Industry,Government,1
CAN,IBM,Mitacs,Industry,Civil Society,1
CAN,IBM,NSERC CREATE,Industry,not an actor,1
CAN,IBM,National Quantum Strategy,Industry,not an actor,1
CAN,IBM,PTs,Industry,not an actor,1
CAN,IBM,PennyLane,Industry,not an actor,1
CAN,IBM,Perimeter Institute,Industry,Academia,1
CAN,IBM,Quantum Advisory Council,Industry,Government,1
CAN,IBM,Quantum Industry Canada,Industry,Civil Society,1
CAN,IBM,Quantum Technologies Competition,Industry,not an actor,1
CAN,IBM,Quantum Valley Ideas Lab,Industry,Civil Society,1
CAN,IBM,Regional Business Network,Industry,not specified,1
CAN,IBM,S&T,Industry,not an actor,1
CAN,IBM,S&T Strategy,Industry,not an actor,1
CAN,IBM,SSHRC,Industry,Government,1
CAN,IBM,Secure Networks Challenge Program,Industry,not an actor,1
CAN,IBM,Sherbrooke Quantum Innovation Zone,Industry,Civil Society,1
CAN,IBM,Social Sciences and Humanities Research Council,Industry,Government,1
CAN,IBM,Statistics Canada,Industry,Government,1
CAN,IBM,Stewart Blusson Quantum Matter Institute,Industry,Academia,1
CAN,IBM,TCS,Industry,Government,1
CAN,IBM,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Industry,not an actor,1
CAN,IBM,Trade Commissioner Service,Industry,Government,1
CAN,IBM,Tri-Agency EDI Action Plan,Industry,not an actor,1
CAN,IBM,U.S. National Science Foundation,Industry,Government,1
CAN,IBM,UK Research and Innovation (UKRI),Industry,Government,1
CAN,IBM,UKRI,Industry,Government,1
CAN,IBM,University of Waterloo,Industry,Academia,1
CAN,IBM,Université de Sherbrooke,Industry,Academia,1
CAN,IBM,World Economic Forum,Industry,Civil Society,1
CAN,IBM,Xanadu,Industry,Industry,1
CAN,IBM Q System One,IBM Quantum Hub,not an actor,Industry,1
CAN,IBM Q System One,IDEaS,not an actor,not an actor,1
CAN,IBM Q System One,IQC,not an actor,Academia,1
CAN,IBM Q System One,ISED,not an actor,Government,1
CAN,IBM Q System One,Innovation for Defence Excellence and Security,not an actor,not an actor,1
CAN,IBM Q System One,"Innovation, Science and Economic Development Canada",not an actor,Government,1
CAN,IBM Q System One,Institut Quantique,not an actor,Academia,1
CAN,IBM Q System One,Institute for Quantum Computing,not an actor,Academia,1
CAN,IBM Q System One,Internet of Things,not an actor,not an actor,1
CAN,IBM Q System One,Invest in Canada,not an actor,Government,1
CAN,IBM Q System One,Mitacs,not an actor,Civil Society,1
CAN,IBM Q System One,NSERC CREATE,not an actor,not an actor,1
CAN,IBM Q System One,National Quantum Strategy,not an actor,not an actor,1
CAN,IBM Q System One,PTs,not an actor,not an actor,1
CAN,IBM Q System One,PennyLane,not an actor,not an actor,1
CAN,IBM Q System One,Perimeter Institute,not an actor,Academia,1
CAN,IBM Q System One,Quantum Advisory Council,not an actor,Government,1
CAN,IBM Q System One,Quantum Industry Canada,not an actor,Civil Society,1
CAN,IBM Q System One,Quantum Technologies Competition,not an actor,not an actor,1
CAN,IBM Q System One,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,IBM Q System One,Regional Business Network,not an actor,not specified,1
CAN,IBM Q System One,S&T,not an actor,not an actor,1
CAN,IBM Q System One,S&T Strategy,not an actor,not an actor,1
CAN,IBM Q System One,SSHRC,not an actor,Government,1
CAN,IBM Q System One,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,IBM Q System One,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,IBM Q System One,Social Sciences and Humanities Research Council,not an actor,Government,1
